,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
6426224004219108539,2103268612948910635,2156244701966673186,4716135688735489427,-7217198366041991957,3.211933266519759e+17
6428429126612898364,8210960017870928723,8596997246990922861,-6858665134018491791,9151634133568930081,-3.820497466351869e+18
6437568358552101410,-5331421579623797776,3269302169678465882,3547081132182529111,-9002191823887486987,3.9804058831683415e+18
6463551093741815202,-8686523832043452855,-1852234953549915446,6240076106289531207,7000840123067725009,-1.484165300616479e+18
6472331784294749716,-8801071115335368509,-5691384416070374740,3032648342029994387,-1383778823073811714,-5.702535287667979e+18
6484776051882277624,-4570752586662989981,-254088699629065171,2323403245382926621,-5009578843275173733,-6.725796505137574e+18
6492104262016302259,7631327570702153011,4300652811307550975,-5395935973320542237,4894833130708450490,-3.876519004614628e+17
6504364365389213533,5640834597379907148,5439554346835640135,2032007496318616962,4320282974712265321,-5.636731245639686e+18
6514150672874342131,-39485845307123560,3382987666565638029,4121807259563748287,817467807875770568,1.9540749273768973e+18
6519443272707698315,-8369610219380465981,7823781477664935857,-4483059513836093676,-4975645025178552956,8.289311442635691e+18
6521856301289868251,-1926525896637230556,230807360572081472,-2355230755276061204,2809702925357288303,-4.974757204495954e+18
6524157088939139948,6524157088939139948,4579392053042969226,1333053624108726661,9056727675613132316,5.558603035498265e+18
6525794335263078309,-6874540813378776198,-5405021817466310759,2695065703077082407,-4662020648308370136,6.237433897543965e+18
6527704900182256036,-7627738093477170171,3706563147339457456,428486625959995206,8185199775369928004,6.721990597981816e+17
6535950170823528902,-645584250289067285,6607431762270322325,5281570276277574938,6412479507689487223,6.917508501173009e+18
6540624159201421051,2515874237935914763,-2584174137395076448,2727743992157210358,3455160158461205368,-2.8964418882202025e+18
6541551984368289722,967143806332397325,-340541651592032197,-3285620956704836473,4333668738649701866,4.546206336477095e+18
6565723369088595990,2670715450352290324,-7925445844362296966,6650072898902843826,4333668738649701866,9.671438063323973e+17
6569463984699537820,7421641564256558176,-3460883803089049921,6201946560186605500,-2561023317421962555,-9.071883412530083e+18
6576356408780336784,-1060990524105135617,-44082375822273498,8065912276310959188,3566197569262766169,-1.5012776439535058e+18
6576868026875674101,-4575943417765899041,5947470908330062710,8181531374206668183,-5314778455998444995,2.474876390020567e+18
6583734846225935852,2359690284139785648,-8773118241761372618,-241724866433160984,-7448252416950961815,-2.1764686830777664e+18
6587635730509289343,-2424983931459616622,4911701623098526999,886450434856305025,5787934590133549357,-6.820241302436968e+18
6591221581057159843,-3751249597609107201,-5637143900506554933,-3820497466351868775,5514214996211995551,-5.027816744653978e+18
6591596441845797769,-7508055250504867652,1554619040289415222,-6359164149051198083,91241469839881699,3.4557439830244256e+16
6607431762270322325,-645584250289067285,6412479507689487223,5281570276277574938,6917508501173008954,6.535950170823528e+18
6614704926858202954,3134511142783292503,-8245663037926520114,3205047378909988692,-2081760549863309770,-8.286289711960957e+18
6615662748793536194,3076823183761975019,3746463631389880443,4273365516830385867,-3900870368325485697,-3.095494965842382e+18
6620060201676471218,-1638122353599615846,-894273917655637623,7083316110921342538,-5345231991504930502,-6.180514744351189e+18
6634206168889468590,7203367456821804602,7303676031229268527,3399073250354435892,885269153482673496,6.634206168889469e+18
6638782839540370044,348632682812866328,-5154395767417065070,-8052188270551570124,-78422372027822130,-4.5822162898073984e+18
6642437212220341339,-8879983698341300928,-5973686110278905367,3180828616327439381,-5082274522455747241,2.704436934348861e+17
6643427232964983922,-6124198068300347794,3170775058142440102,1984587708208773,2709926970543371965,-5.848514031542612e+18
6644171916702621557,957332268361319692,8886002764685330098,-9153494109165200346,-9172673334835262304,-8.236979735758322e+17
6650072898902843826,967143806332397325,-340541651592032197,-3285620956704836473,4333668738649701866,4.546206336477095e+18
6652210819857467321,2271793263120018251,657779080033041603,-1911407455198985777,-8797444257711529901,1.5470367062506493e+18
6658257247913756761,7578709204835512162,-7193893108516217330,-2382583983070627054,363303724138208407,2.531450382701518e+18
6658481071718074876,-4930542581518647030,153466256338950062,1114791714656282929,4717008760225392411,4.092653644774665e+17
6664082205633624486,-6312384811410586459,-2940536914889279273,-2217888411555964341,9112765177685685246,-6.400214860728938e+18
6669026579073415958,-6308850935767965758,1440793148901830221,-2705245562881239338,-5881946480525580860,-5.926558131777478e+17
6678691743269420670,7578709204835512162,8065912276310959188,-8578355592291788601,-4748027149000767298,3.655711435979939e+17
6690761795935927461,4184543400419595673,8863288680270590286,4861691621484862889,400125073514833994,3.9658185991697265e+18
6716649347760033969,2572662123697831414,-6742146164569753679,2858969450431709251,7429409096643373334,-9.064100704535293e+18
6737022915341644067,4865901874365409673,6059546463839992340,7414965642940222121,817467807875770568,-5.115041394506292e+18
6743199836219189414,-43795168179752761,972258375127367383,-3544655814153481738,-945863510619496974,-1.1653476414560937e+18
6750029764020453263,7270966256391553686,231281690254211527,7814856426770804213,7655627888058923987,-4.3583571937361014e+18
6754313450809254838,-3395906801262755897,-1119244241345534741,-5680127089889759432,-4126288159365354498,4.125609302375935e+18
6754417485681598974,-401664538366009049,7986490214699943896,9124439338148818380,8890720798209849691,-8.980834789053459e+18
6757348772114374254,5714055337338770799,2265761247530716287,8210960017870928723,514858832555251637,7.572869304086388e+18
6765368095966422513,-8187220755213888616,3880098804615440102,-5786811453218931415,7206850235815254159,4.184543400419596e+18
6766105865162331239,-1878569380455769122,-6659933088254630422,-759389978085260161,4904775878165401439,3.293246847422796e+18
6769852549722242790,-6644783190271298310,895442114569096829,-1306208577536428610,881166463209244600,1.0241455364909985e+18
6778168087818060600,-7033990154815318757,-7959318068735027467,-1060990524105135617,2623290164732957912,-7.277691357631151e+18
6783622248311192269,-1999468346928419252,-548976469460064550,6844164348224220577,7065704533945771463,3.725311537110283e+17
6793894801847439981,-5867424949902842953,6984066580750577207,1729892529360390310,4338940510328721138,8.267509427016592e+18
6797033574746412211,2966083692047828770,-6598777110696521045,1567984561327445971,-2440247087447106971,4.1058736279005563e+18
6797493571710971497,6607431762270322325,-5570795524983603787,-907419983362132448,-7685837606421530296,4.973921475467087e+18
6798386551136144335,-6171950598721418038,-2477364558321255827,6798386551136144335,-2213320166727371491,-5.693222181837309e+17
6800965548226529308,-86767468210285959,5929055844564382383,-5458316826145145813,2096088841518695759,-5.628343274127925e+18
6807042796917367736,6045455576279706291,-5315378314308323942,-2697906762425596568,8413971365124666862,2.2853923093733588e+18
6817244649248188271,-969155230116728853,3492139128548911513,2372438485070148864,4831903061865014867,-7.534240757267993e+18
6829640091575814990,-807868207410889392,-1633984990770981161,-9090514312860140897,2075656428057535795,-9.16159699622976e+18
6831941111848480366,-7358932766266901263,6244532954645766056,8424505741986577894,-7082978776831463151,-2.4021572012032425e+18
6844164348224220577,-6468782714472551646,-282629989972409543,-4866987227632887920,3241240229241793423,-5.845411843260277e+18
6847089514431675996,-8512859527034085078,-7108012586837980940,-5055745575969002313,8028897172674067530,-1.762456938647577e+18
6847460841437230342,-3114161754347804356,1220948775534529013,-2990485643677949494,4597139024287190193,-5.473240756133414e+17
6850500272809381909,5518462222339671372,-8202212195240926680,7510090557616166004,-2178100133349972724,-3.8700152063077683e+18
6852597772196653540,-1683903891018782242,6524157088939139948,4579392053042969226,1333053624108726661,-3.0598419908150994e+18
6858632230975272305,4634963407423735625,-7126520323752764957,-6817174660103551196,3492139128548911513,-7.460730861097275e+17
6868454399455433725,5135371516547401748,-6999287066519531005,-4640750981890093183,8628621643938810986,8.078873160882064e+18
6870972580508513306,-7463305179076477879,5037403311832115000,7036087807129071010,-1172724258904585136,-3.8703250279322665e+18
6873454157736399518,4563006651994272837,-2871288807409592,9032993320407723266,7124632953201847659,-3.231932874544831e+18
6876740810766966100,8384349834972693428,-1926525896637230556,7572869304086387835,-3612149709424815327,-8.009527121402763e+18
6881796783400625893,8833747781388133494,-240359174314633445,-7875485745277808506,-5676280017759875198,-6.39741346141263e+18
6892165923784661946,-2358644309529026633,-7766518409111702133,-5808672937983623398,8946250624470221174,5.380540855517465e+18
6892866957050839435,-5736221996280340620,1038118700785242153,-6902744509271060072,-39485845307123560,8.289800212949675e+18
6908884359295619150,7203367456821804602,7303676031229268527,3399073250354435892,885269153482673496,6.634206168889469e+18
6909761382991856804,2215773447123360543,5901067357946111913,2951308020527021494,-1353560213232970946,4.313871021753084e+18
6910763794618680440,-3920124114454832425,6255978182562760059,-7959318068735027467,279771472506428952,6.241723672990266e+18
6915731723505426291,-2329480295839698254,-2038869595290705317,6045455576279706291,-6380034335041404646,-6.192959589652486e+18
6917508501173008954,3609315114795782005,-6639617916149472585,5281570276277574938,6607431762270322325,-3.7455829718594606e+18
6932547594283220441,2841458704671711663,3017826600888052926,-4110991218639855802,-3299064309968644318,-1.484165300616479e+18
6940370558848102253,-1312850681127865433,-2587745393898245957,-5808672937983623398,-7766518409111702133,4.869691310149728e+18
6941466664989793964,5468598741732935699,-788035419968530567,6215963711332976380,-5193720747719231594,3.955415822724154e+16
6943483335823457240,1642787330067525131,8074780316213343498,-1068603220639552685,-3258959365023720872,-2.2208598220823186e+18
6947862790919978120,7023677777837267720,2262656830196923781,569574447134368517,3262705634545542432,2.9301918038818217e+18
6953968734027801757,-1672165618620086344,-659411840002799494,1117455951802655890,4546206336477094824,-3.854488592949786e+18
6980529106338478812,-7474372733748503487,-229081393244987789,-2697906762425596568,7877378240682678384,6.045455576279707e+18
6984066580750577207,1729892529360390310,4338940510328721138,-1691850508443380568,6793894801847439981,2.642993575444549e+18
6985167957194730651,5779887740609126631,8233465999590288609,790210667253898984,378386436485699053,1.1157507781379981e+18
6987372590141903729,-3663415946827459961,9128267824356972069,7420742904084384944,-1802980374508081539,8.2193102155876e+18
6987435400166905688,1525777409079968377,524776334673868069,-2423593292146522678,7756118769128656312,-1.4037357538670984e+18
6989198691754522425,7023677777837267720,-721732705314803549,-1072987232233605661,8712996026808754180,4.4606646916738744e+18
6997620589258672675,7818691400791322406,7013665235990336340,5445999759138709405,-4615179238096674750,-6.697357763177452e+18
6999813113145211708,9178250635927683,1851975995406778464,4786732753690611738,4629488036162962359,-5.161313513317812e+18
7000840123067725009,-8686523832043452855,-1852234953549915446,6240076106289531207,-8041742992841055506,-5.579492244806284e+18
7004101889471761341,4555339116751579515,6514150672874342131,-6184570078369383337,5183878957903248326,8.947914348334479e+18
7013665235990336340,6997620589258672675,8386493184609384928,3455160158461205368,6094778865705471594,-5.36111522083466e+18
7021353262177009708,3704349024245704692,-583471248660258378,-645584250289067285,6607431762270322325,4.64418461326986e+18
7023677777837267720,6195056361889291497,-5017021199558167721,885269153482673496,7303676031229268527,6.634206168889469e+18
7024819429467163565,8878031598946138458,7938100642081250873,9217155070834564627,-6380034335041404646,5.827857898404399e+18
7029834616968294970,-6851425181090952724,-2841995722250280583,-4195851681734441295,-3058031327323357308,9.091641298512814e+18
